X Y Z
-5.615425 -9.322454 15.210623
-5.998981 -9.964346 15.362979
-6.408698 -10.638365 15.589379
-6.844977 -11.340793 15.897871
-7.307746 -12.066191 16.296907
-7.796323 -12.807051 16.795100
-8.309266 -13.553443 17.400845
-8.844190 -14.292695 18.121812
-9.397593 -15.009143 18.964272
-9.964661 -15.684025 19.932254
-10.539110 -16.295590 21.026555
-11.113052 -16.819521 22.243643
-11.676945 -17.229736 23.574543
-12.219635 -17.499658 25.003852
-12.728545 -17.603939 26.509055
-13.190028 -17.520599 28.060360
-13.589902 -17.233386 29.621254
-13.914160 -16.734107 31.149928
-14.149818 -16.024543 32.601583
-14.285831 -15.117587 33.931488
-14.313973 -14.037259 35.098441
-14.229583 -12.817453 36.068182
-14.032047 -11.499481 36.816210
-13.724968 -10.128722 37.329558
-13.315971 -8.750879 37.607249
-12.816172 -7.408413 37.659430
-12.239394 -6.137639 37.505400
-11.601219 -4.966831 37.170953
-10.918014 -3.915419 36.685502
-10.206013 -2.994191 36.079401
-9.480551 -2.206258 35.381762
-8.755485 -1.548474 34.618903
-8.042817 -1.013044 33.813451
-7.352502 -0.589087 32.983997
-6.692421 -0.263999 32.145182
-6.068466 -0.024565 31.308058
-5.484719 0.142226 30.480604
-4.943665 0.248608 29.668285
-4.446443 0.305699 28.874606
-3.993087 0.323321 28.101595
-3.582758 0.309948 27.350213
-3.213955 0.272736 26.620688
-2.884697 0.217614 25.912768
-2.592686 0.149395 25.225903
-2.335431 0.071904 24.559388
-2.110357 -0.011889 23.912448
-1.914886 -0.099746 23.284301
-1.746507 -0.190046 22.674195
-1.602816 -0.281683 22.081424
-1.481555 -0.373974 21.505343
-1.380633 -0.466585 20.945369
-1.298141 -0.559462 20.400975
-1.232356 -0.652779 19.871695
-1.181747 -0.746891 19.357110
-1.144968 -0.842304 18.856853
-1.120857 -0.939643 18.370598
-1.108425 -1.039631 17.898064
-1.106852 -1.143077 17.439008
-1.115475 -1.250864 16.993227
-1.133783 -1.363943 16.560562
-1.161407 -1.483332 16.140894
-1.198112 -1.610114 15.734154
-1.243793 -1.745443 15.340325
-1.298468 -1.890548 14.959448
-1.362274 -2.046738 14.591633
-1.435464 -2.215413 14.237069
-1.518405 -2.398070 13.896036
-1.611576 -2.596316 13.568921
-1.715569 -2.811874 13.256238
-1.831091 -3.046597 12.958649
-1.958964 -3.302470 12.676994
-2.100126 -3.581626 12.412319
-2.255637 -3.886344 12.165917
-2.426682 -4.219053 11.939376
-2.614569 -4.582325 11.734624
-2.820733 -4.978867 11.553999
-3.046737 -5.411497 11.400318
-3.294266 -5.883106 11.276959
-3.565123 -6.396605 11.187955
-3.861213 -6.954845 11.138098
-4.184523 -7.560507 11.133052
-4.537094 -8.215952 11.179474
-4.920972 -8.923015 11.285130
-5.338149 -9.682747 11.459008
-5.790475 -10.495074 11.711397
-6.279545 -11.358373 12.053932
-6.806555 -12.268954 12.499550
-7.372108 -13.220447 13.062338
-7.975988 -14.203094 13.757204
-8.616875 -15.202987 14.599322
-9.292021 -16.201307 15.603270
-9.996881 -17.173654 16.781805
-10.724734 -18.089614 18.144233
-11.466309 -18.912770 19.694361
-12.209487 -19.601380 21.428148
-12.939133 -20.109974 23.331223
-13.637148 -20.392064 25.376664
-14.282837 -20.404026 27.523511
-14.853653 -20.109946 29.716626
-15.326368 -19.486940 31.888446
-15.678618 -18.530068 33.962956
-15.890715 -17.255795 35.861774
-15.947498 -15.702967 37.511677
-15.839954 -13.930643 38.852339
-15.566322 -12.012838 39.842818
-15.132476 -10.030962 40.465442
-14.551493 -8.065379 40.726351
-13.842485 -6.187678 40.652735
-13.028889 -4.454973 40.287594
-12.136518 -2.906920 39.683275
-11.191635 -1.565443 38.895113
-10.219303 -0.436603 37.976134
-9.242136 0.486225 36.973388
-8.279498 1.218691 35.925940
-7.347129 1.781968 34.864300
-6.457111 2.199809 33.810877
-5.618084 2.496320 32.781047
-4.835619 2.694429 31.784473
-4.112670 2.814978 30.826458
-3.450048 2.876274 29.909154
-2.846872 2.893966 29.032571
-2.300984 2.881143 28.195370
-1.809296 2.848553 27.395449
-1.368098 2.804875 26.630360
-0.973293 2.757017 25.897585
-0.620591 2.710397 25.194712
-0.305656 2.669210 24.519530
-0.024214 2.636662 23.870078
0.227866 2.615172 23.244661
0.454522 2.606548 22.641844
0.659467 2.612134 22.060431
0.846170 2.632934 21.499450
1.017852 2.669711 20.958125
1.177494 2.723077 20.435860
1.327847 2.793551 19.932222
1.471446 2.881625 19.446926
1.610632 2.987800 18.979832
1.747575 3.112627 18.530936
1.884291 3.256729 18.100376
2.022672 3.420826 17.688434
2.164500 3.605748 17.295550
2.311475 3.812445 16.922331
2.465229 4.041995 16.569572
2.627350 4.295600 16.238283
2.799394 4.574588 15.929711
2.982900 4.880395 15.645377
3.179404 5.214557 15.387113
3.390444 5.578677 15.157108
3.617567 5.974394 14.957955
3.862329 6.403333 14.792706
4.126287 6.867041 14.664928
4.410993 7.366904 14.578768
4.717969 7.904036 14.539007
5.048681 8.479146 14.551120
5.404496 9.092362 14.621314
5.786626 9.743024 14.756560
6.196058 10.429428 14.964579
6.633459 11.148528 15.253790
7.099066 11.895592 15.633186
7.592543 12.663823 16.112121
8.112827 13.443962 16.699974
8.657938 14.223897 17.405665
9.224780 14.988327 18.237002
9.808933 15.718547 19.199828
10.404448 16.392432 20.296986
11.003685 16.984720 21.527129
11.597200 17.467701 22.883454
12.173737 17.812402 24.352491
12.720362 17.990309 25.913145
13.222768 17.975603 27.536228
13.665788 17.747764 29.184718
14.034113 17.294269 30.814976
14.313182 16.612999 32.378986
14.490198 15.713891 33.827548
14.555130 14.619427 35.114102
14.501620 13.363680 36.198683
14.327622 11.989916 37.051381
14.035710 10.547031 37.654739
13.632967 9.085357 38.004680
13.130491 7.652501 38.109879
12.542577 6.289834 37.989773
11.885692 5.030071 37.671653
11.177380 3.896129 37.187403
10.435219 2.901168 36.570378
9.675932 2.049580 35.852819
8.914706 1.338556 35.063983
8.164742 0.759900 34.229043
7.437017 0.301827 33.368642
6.740231 -0.049468 32.498959
6.080900 -0.308530 31.632115
5.463539 -0.489699 30.776759
4.890905 -0.606462 29.938714
4.364268 -0.671059 29.121607
3.883681 -0.694291 28.327429
3.448235 -0.685459 27.557003
3.056297 -0.652413 26.810358
2.705704 -0.601645 26.087017
2.393946 -0.538430 25.386201
2.118300 -0.466968 24.706984
1.875948 -0.390531 24.048384
1.664071 -0.311609 23.409434
1.479911 -0.232032 22.789214
1.320826 -0.153089 22.186870
1.184326 -0.075626 21.601623
1.068095 -0.000134 21.032769
0.970004 0.073181 20.479671
0.888119 0.144334 19.941758
0.820700 0.213515 19.418510
0.766197 0.281046 18.909459
0.723245 0.347352 18.414176
0.690650 0.412935 17.932269
0.667386 0.478354 17.463377
0.652577 0.544215 17.007167
0.645493 0.611162 16.563333
0.645533 0.679867 16.131589
0.652220 0.751032 15.711675
0.665192 0.825388 15.303354
0.684191 0.903698 14.906410
0.709057 0.986756 14.520652
0.739724 1.075401 14.145918
0.776214 1.170515 13.782074
0.818633 1.273036 13.429018
0.867171 1.383965 13.086689
0.922095 1.504375 12.755066
0.983757 1.635423 12.434182
1.052586 1.778360 12.124128
1.129097 1.934542 11.825066
1.213889 2.105443 11.537241
1.307653 2.292671 11.260995
1.411170 2.497975 10.996790
1.525325 2.723263 10.745227
1.651105 2.970614 10.507076
1.789613 3.242289 10.283307
1.942068 3.540739 10.075130
2.109818 3.868618 9.884047
2.294344 4.228779 9.711902
2.497269 4.624276 9.560954
2.720359 5.058347 9.433954
2.965529 5.534391 9.334241
3.234842 6.055921 9.265849
3.530502 6.626499 9.233630
3.854838 7.249632 9.243400
4.210286 7.928632 9.302084
4.599346 8.666411 9.417890
5.024530 9.465220 9.600467
5.488276 10.326282 9.861060
5.992839 11.249334 10.212629
6.540141 12.232038 10.669899
7.131569 13.269257 11.249298
7.767717 14.352187 11.968719
8.448070 15.467376 12.847017
9.170615 16.595662 13.903162
9.931386 17.711143 15.154919
10.723970 18.780344 16.616984
11.538994 19.761815 18.298519
12.363655 20.606495 20.200130
13.181390 21.259216 22.310494
13.971778 21.661679 24.603050
14.710826 21.757131 27.033417
15.371745 21.496613 29.538389
15.926306 20.846193 32.037415
16.346755 19.794070 34.437197
16.608157 18.355973 36.639473
16.690881 16.577249 38.551153
16.582832 14.530503 40.095120
16.281034 12.308668 41.219452
15.792205 10.014630 41.902999
15.132224 7.749510 42.156095
14.324554 5.602041 42.016483
13.397950 3.641011 41.541748
12.383852 1.911704 40.800213
11.313880 0.436217 39.862260
10.217746 -0.783368 38.793461
9.121757 -1.760222 37.650155
8.047930 -2.517658 36.477403
7.013671 -3.084506 35.308847
6.031871 -3.491446 34.167810
5.111292 -3.768408 33.069051
4.257122 -3.942951 32.020690
3.471584 -4.039413 31.026032
2.754541 -4.078621 30.085103
2.104057 -4.077956 29.195884
1.516879 -4.051635 28.355214
0.988853 -4.011087 27.559437
0.515248 -3.965362 26.804828
0.091021 -3.921528 26.087858
-0.288981 -3.885031 25.405342
-0.629875 -3.860019 24.754509
-0.936633 -3.849611 24.133020
-1.214013 -3.856129 23.538957
-1.466507 -3.881294 22.970791
-1.698322 -3.926375 22.427353
-1.913370 -3.992325 21.907799
-2.115270 -4.079880 21.411575
-2.307358 -4.189639 20.938397
-2.492707 -4.322130 20.488229
-2.674146 -4.477858 20.061275
-2.854283 -4.657336 19.657968
-3.035528 -4.861112 19.278980
-3.220117 -5.089778 18.925222
-3.410130 -5.343975 18.597862
-3.607513 -5.624382 18.298337
-3.814093 -5.931701 18.028380
-4.031590 -6.266630 17.790045
-4.261625 -6.629821 17.585728
-4.505721 -7.021831 17.418206
-4.765304 -7.443053 17.290655
-5.041689 -7.893635 17.206682
-5.336065 -8.373376 17.170337
-5.649467 -8.881609 17.186125
-5.982739 -9.417052 17.258991
-6.336486 -9.977647 17.394287
-6.711016 -10.560369 17.597703
-7.106265 -11.161024 17.875153
-7.521708 -11.774032 18.232602
-7.956266 -12.392213 18.675830
-8.408193 -13.006591 19.210107
-8.874961 -13.606249 19.839777
-9.353149 -14.178252 20.567761
-9.838331 -14.707700 21.394953
-10.324999 -15.177941 22.319571
-10.806516 -15.570992 23.336480
-11.275127 -15.868209 24.436557
-11.722044 -16.051226 25.606194
-12.137630 -16.103128 26.827037
-12.511679 -16.009821 28.076078
-12.833811 -15.761468 29.326188
-13.093957 -15.353835 30.547148
-13.282920 -14.789346 31.707166
-13.392956 -14.077655 32.774774
-13.418328 -13.235579 33.720927
-13.355761 -12.286319 34.521037
-13.204753 -11.258012 35.156687
-12.967687 -10.181772 35.616781
-12.649738 -9.089471 35.897967
-12.258564 -8.011554 36.004327
-11.803849 -6.975150 35.946392
-11.296715 -6.002693 35.739711
-10.749102 -5.111135 35.403168
-10.173149 -4.311759 34.957313
-9.580653 -3.610487 34.422870
-8.982618 -3.008564 33.819555
-8.388928 -2.503433 33.165255
-7.808137 -2.089701 32.475544
-7.247376 -1.760054 31.763502
-6.712337 -1.506070 31.039756
-6.207346 -1.318884 30.312674
-5.735472 -1.189703 29.588649
-5.298676 -1.110173 28.872418
-4.897966 -1.072619 28.167374
-4.533565 -1.070184 27.475864
-4.205063 -1.096896 26.799436
-3.911565 -1.147664 26.139053
-3.651818 -1.218251 25.495264
-3.424322 -1.305213 24.868335
-3.227431 -1.405828 24.258348
-3.059425 -1.518022 23.665281
-2.918580 -1.640288 23.089055
-2.803219 -1.771615 22.529581
-2.711746 -1.911422 21.986781
-2.642683 -2.059497 21.460611
-2.594686 -2.215945 20.951078
-2.566564 -2.381139 20.458247
-2.557285 -2.555687 19.982257
-2.565984 -2.740398 19.523327
-2.591964 -2.936253 19.081770
-2.634694 -3.144389 18.658005
-2.693809 -3.366076 18.252568
-2.769106 -3.602704 17.866135
-2.860539 -3.855772 17.499538
-2.968213 -4.126874 17.153788
-3.092378 -4.417683 16.830101
-3.233426 -4.729941 16.529933
-3.391876 -5.065438 16.255007
-3.568372 -5.425989 16.007360
-3.763668 -5.813400 15.789380
-3.978617 -6.229428 15.603856
-4.214153 -6.675729 15.454025
-4.471272 -7.153783 15.343628
-4.751001 -7.664806 15.276956
-5.054372 -8.209633 15.258901
-5.382370 -8.788579 15.294991
-5.735888 -9.401258 15.391409
-6.115652 -10.046376 15.554992
-6.522143 -10.721478 15.793188
-6.955495 -11.422666 16.113953
-7.415375 -12.144277 16.525582
-7.900846 -12.878552 17.036443
-8.410205 -13.615299 17.654584
-8.940811 -14.341601 18.387212
-9.488905 -15.041601 19.240001
-10.049432 -15.696447 20.216256
-10.615883 -16.284450 21.315926
-11.180186 -16.781569 22.534546
-11.732669 -17.162270 23.862176
-12.262130 -17.400835 25.282500
-12.756043 -17.473110 26.772254
-13.200939 -17.358609 28.301183
-13.582948 -17.042802 29.832729
-13.888518 -16.519307 31.325551
-14.105244 -15.791624 32.735883
-14.222757 -14.874063 34.020558
-14.233554 -13.791564 35.140363
-14.133684 -12.578304 36.063250
-13.923172 -11.275186 36.766918
-13.606127 -9.926535 37.240339
-13.190506 -8.576498 37.484024
-12.687560 -7.265685 37.509021
-12.111055 -6.028496 37.334925
-11.476344 -4.891423 36.987281
-10.799429 -3.872407 36.494829
-10.096090 -2.981120 35.886978
-9.381167 -2.219948 35.191767
-8.668014 -1.585384 34.434451
-7.968159 -1.069574 33.636680
-7.291137 -0.661802 32.816220
-6.644470 -0.349781 31.987048
-6.033763 -0.120696 31.159722
-5.462873 0.038023 30.341871
-4.934128 0.138177 29.538738
-4.448565 0.190472 28.753699
-4.006160 0.204358 27.988726
-3.606058 0.187981 27.244778
-3.246770 0.148218 26.522109
-2.926353 0.090759 25.820515
-2.642562 0.020215 25.139507
-2.392971 -0.059752 24.478442
-2.175081 -0.146310 23.836608
-1.986393 -0.237338 23.213283
-1.824476 -0.331310 22.607769
-1.687009 -0.427204 22.019416
-1.571817 -0.524410 21.447625
-1.476888 -0.622658 20.891858
-1.400392 -0.721958 20.351633
-1.340685 -0.822544 19.826525
-1.296310 -0.924834 19.316158
-1.265998 -1.029398 18.820206
-1.248657 -1.136927 18.338392
-1.243376 -1.248221 17.870481
-1.249405 -1.364169 17.416285
-1.266159 -1.485742 16.975661
-1.293202 -1.613987 16.548517
-1.330243 -1.750030 16.134814
-1.377131 -1.895071 15.734570
-1.433846 -2.050392 15.347873
-1.500497 -2.217358 14.974884
-1.577316 -2.397430 14.615855
-1.664658 -2.592167 14.271139
-1.762996 -2.803239 13.941209
-1.872924 -3.032430 13.626680
-1.995155 -3.281651 13.328334
-2.130521 -3.552945 13.047145
-2.279978 -3.848489 12.784324
-2.444603 -4.170598 12.541348
-2.625598 -4.521720 12.320020
-2.824290 -4.904426 12.122521
-3.042129 -5.321389 11.951472
-3.280685 -5.775354 11.810019
-3.541641 -6.269085 11.701907
-3.826783 -6.805300 11.631583
-4.137978 -7.386566 11.604299
-4.477147 -8.015168 11.626214
-4.846224 -8.692928 11.704511
-5.247104 -9.420972 11.847496
-5.681560 -10.199427 12.064679
-6.151147 -11.027044 12.366815
-6.657067 -11.900739 12.765886
-7.200004 -12.815036 13.274973
-7.779915 -13.761439 13.907993
-8.395778 -14.727737 14.679230
-9.045298 -15.697297 15.602606
-9.724576 -16.648420 16.690634
-10.427753 -17.553881 17.953008
-11.146663 -18.380821 19.394813
-11.870534 -19.091188 21.014423
-12.585791 -19.642960 22.801230
-13.276045 -19.992332 24.733501
-13.922340 -20.096965 26.776757
-14.503731 -19.920205 28.883214
-14.998250 -19.435890 30.992788
-15.384228 -18.633087 33.036060
-15.641916 -17.519831 34.939234
-15.755207 -16.124926 36.630677
-15.713250 -14.497050 38.048090
-15.511674 -12.700961 39.145056
-15.153224 -10.811265 39.895656
-14.647650 -8.904835 40.296249
-14.010893 -7.053286 40.364153
-13.263681 -5.316837 40.133699
-12.429783 -3.740441 39.650661
-11.534179 -2.352442 38.966259
-10.601398 -1.165452 38.131773
-9.654165 -0.178782 37.194437
-8.712464 0.618344 36.194869
-7.792999 1.243449 35.165923
-6.909015 1.717814 34.132660
-6.070387 2.064084 33.113068
-5.283904 2.304525 32.119173
-4.553656 2.459887 31.158277
-3.881471 2.548764 30.234143
-3.267346 2.587323 29.348021
-2.709864 2.589282 28.499494
-2.206548 2.566047 27.687115
-1.754174 2.526938 26.908883
-1.349029 2.479450 26.162564
-0.987118 2.429522 25.445914
-0.664324 2.381791 24.756803
-0.376536 2.339831 24.093295
-0.119735 2.306356 23.453674
0.109937 2.283400 22.836452
0.316139 2.272471 22.240363
0.502308 2.274685 21.664345
0.671640 2.290864 21.107519
0.827100 2.321637 20.569171
0.971421 2.367506 20.048736
1.107121 2.428909 19.545779
1.236519 2.506268 19.059993
1.361755 2.600031 18.591182
1.484810 2.710698 18.139267
1.607526 2.838854 17.704283
1.731633 2.985181 17.286381
1.858766 3.150479 16.885843
1.990485 3.335675 16.503088
2.128299 3.541832 16.138690
2.273678 3.770152 15.793401
2.428076 4.021978 15.468171
2.592942 4.298794 15.164181
2.769735 4.602212 14.882875
2.959934 4.933964 14.626004
3.165048 5.295879 14.395670
3.386620 5.689853 14.194378
3.626226 6.117810 14.025097
3.885477 6.581639 13.891325
4.166004 7.083123 13.797155
4.469445 7.623837 13.747350
4.797414 8.205015 13.747414
5.151469 8.827387 13.803655
5.533055 9.490970 13.923233
5.943435 10.194809 14.114190
6.383605 10.936669 14.385426
6.854174 11.712669 14.746619
7.355230 12.516865 15.208062
7.886166 13.340796 15.780364
8.445489 14.173007 16.474017
9.030593 14.998610 17.298749
9.637524 15.798922 18.262679
10.260734 16.551290 19.371218
10.892858 17.229203 20.625768
11.524541 17.802818 22.022256
12.144358 18.240032 23.549644
12.738876 18.508190 25.188603
13.292895 18.576445 26.910639
13.789934 18.418674 28.677951
14.212949 18.016671 30.444353
14.545296 17.363214 32.157413
14.771859 16.464440 33.761825
14.880243 15.340987 35.203726
14.861884 14.027469 36.435414
14.712915 12.570157 37.419721
14.434654 11.023100 38.133292
14.033617 9.443267 38.568177
13.521057 7.885520 38.731520
12.912094 6.398213 38.643500
12.224562 5.020047 38.334030
11.477742 3.778447 37.838888
10.691134 2.689436 37.195945
9.883397 1.758699 36.441987
9.071523 0.983406 35.610413
8.270298 0.354371 34.729859
7.492003 -0.141811 33.823651
6.746350 -0.520880 32.909881
6.040576 -0.799404 32.001906
5.379663 -0.993661 31.109054
4.766612 -1.118902 30.237412
4.202758 -1.188900 29.390579
3.688076 -1.215752 28.570327
3.221479 -1.209827 27.777153
2.801075 -1.179837 27.010711
2.424400 -1.132965 26.270138
2.088607 -1.075031 25.554292
1.790626 -1.010667 24.861908
1.527287 -0.943489 24.191708
1.295423 -0.876266 23.542467
1.091937 -0.811062 22.913043
0.913860 -0.749367 22.302397
0.758387 -0.692218 21.709591
0.622900 -0.640286 21.133789
0.504978 -0.593966 20.574244
0.402407 -0.553442 20.030286
0.313171 -0.518746 19.501318
0.235449 -0.489798 18.986795
0.167606 -0.466449 18.486225
0.108178 -0.448510 17.999155
0.055859 -0.435771 17.525165
0.009488 -0.428025 17.063867
-0.031966 -0.425074 16.614893
-0.069420 -0.426750 16.177899
-0.103688 -0.432914 15.752558
-0.135493 -0.443464 15.338559
-0.165486 -0.458344 14.935607
-0.194249 -0.477541 14.543419
-0.222312 -0.501092 14.161726
-0.250160 -0.529085 13.790271
-0.278242 -0.561661 13.428813
-0.306981 -0.599013 13.077119
-0.336781 -0.641395 12.734974
-0.368033 -0.689119 12.402176
-0.401127 -0.742559 12.078538
-0.436450 -0.802157 11.763891
-0.474402 -0.868424 11.458086
-0.515395 -0.941948 11.160994
-0.559861 -1.023397 10.872512
-0.608260 -1.113528 10.592566
-0.661085 -1.213192 10.321114
-0.718866 -1.323346 10.058154
-0.782181 -1.445057 9.803728
-0.851660 -1.579519 9.557937
-0.927994 -1.728061 9.320943
-1.011938 -1.892157 9.092988
-1.104329 -2.073446 8.874408
-1.206083 -2.273742 8.665652
-1.318215 -2.495050 8.467307
-1.441841 -2.739580 8.280124
-1.578193 -3.009766 8.105056
-1.728629 -3.308276 7.943299
-1.894644 -3.638027 7.796341
-2.077879 -4.002191 7.666031
-2.280133 -4.404200 7.554648
-2.503376 -4.847738 7.464991
-2.749749 -5.336724 7.400489
-3.021574 -5.875272 7.365326
-3.321351 -6.467632 7.364585
-3.651746 -7.118090 7.404423
-4.015581 -7.830822 7.492256
-4.415787 -8.609691 7.636973
-4.855363 -9.457953 7.849154
-5.337284 -10.377862 8.141291
-5.864388 -11.370153 8.527976
-6.439213 -12.433349 9.026033
-7.063774 -13.562907 9.654528
-7.739270 -14.750158 10.434580
-8.465715 -15.981064 11.388878
-9.241468 -17.234840 12.540756
-10.062681 -18.482549 13.912698
-10.922678 -19.685873 15.524101
-11.811281 -20.796381 17.388229
-12.714186 -21.755715 19.508352
-13.612477 -22.497255 21.873310
-14.482437 -22.949755 24.453039
-15.295834 -23.043316 27.194958
-16.020861 -22.717591 30.022434
-16.623846 -21.931434 32.836644
-17.071723 -20.672366 35.522776
-17.335074 -18.963602 37.960648
-17.391331 -16.866304 40.038467
-17.227592 -14.475525 41.667174
-16.842471 -11.909920 42.792068
-16.246566 -9.297146 43.398870
-15.461410 -6.758243 43.512837
-14.517136 -4.394443 43.191547
-13.449327 -2.278889 42.513654
-12.295655 -0.454058 41.566567
-11.092848 1.065885 40.435661
-9.874333 2.289536 39.196589
-8.668715 3.241394 37.911078
-7.499047 3.955250 36.625766
-6.382750 4.468718 35.373172
-5.331989 4.819268 34.173868
-4.354321 5.041700 33.039096
-3.453459 5.166789 31.973308
-2.630050 5.220789 30.976367
-1.882402 5.225480 30.045293
-1.207111 5.198538 29.175559
-0.599594 5.154041 28.362001
-0.054517 5.103026 27.599415
0.433873 5.054019 26.882921
0.871489 5.013510 26.208162
1.264219 4.986373 25.571394
1.617790 4.976209 24.969496
1.937677 4.985639 24.399955
2.229047 5.016532 23.860812
2.496722 5.070198 23.350614
2.745170 5.147537 22.868360
2.978506 5.249156 22.413450
3.200499 5.375454 21.985648
3.414591 5.526696 21.585049
3.623915 5.703056 21.212057
3.831322 5.904644 20.867367
4.039399 6.131527 20.551956
4.250490 6.383725 20.267083
4.466716 6.661203 20.014284
4.689990 6.963845 19.795384
4.922025 7.291417 19.612490
5.164343 7.643522 19.468004
5.418271 8.019538 19.364617
5.684938 8.418544 19.305303
5.965260 8.839236 19.293301
6.259918 9.279828 19.332087
6.569334 9.737947 19.425321
6.893627 10.210511 19.576773
7.232574 10.693616 19.790224
7.585557 11.182409 20.069319
7.951506 11.670987 20.417395
8.328833 12.152309 20.837247
8.715378 12.618147 21.330863
9.108343 13.059102 21.899105
9.504252 13.464682 22.541359
9.898911 13.823490 23.255169
10.287412 14.123520 24.035877
10.664157 14.352590 24.876303
11.022935 14.498891 25.766522
11.357049 14.551664 26.693766
11.659493 14.501949 27.642525
11.923196 14.343362 28.594866
12.141307 14.072814 29.531002
12.307515 13.691094 30.430095
12.416390 13.203219 31.271266
12.463700 12.618478 32.034705
12.446699 11.950138 32.702805
12.364332 11.214796 33.261170
12.217347 10.431456 33.699398
12.008302 9.620394 34.011544
11.741452 8.801964 34.196220
11.422543 7.995455 34.256339
11.058518 7.218126 34.198550
10.657172 6.484489 34.032462
10.226790 5.805893 33.769763
9.775789 5.190391 33.423325
9.312395 4.642867 33.006395
8.844375 4.165346 32.531917
8.378829 3.757438 32.012029
7.922050 3.416840 31.457717
7.479436 3.139834 30.878640
7.055472 2.921767 30.283068
6.653745 2.757458 29.677925
6.276994 2.641536 29.068895
5.927190 2.568708 28.460564
5.605624 2.533951 27.856579
5.313005 2.532646 27.259810
5.049557 2.560659 26.672499
4.815115 2.614387 26.096394
4.609214 2.690760 25.532867
4.431165 2.787241 24.983013
4.280130 2.901791 24.447727
4.155178 3.032838 23.927774
4.055337 3.179235 23.423839
3.979639 3.340215 22.936575
3.927151 3.515352 22.466633
3.897002 3.704517 22.014696
3.888407 3.907838 21.581504
3.900677 4.125664 21.167877
3.933230 4.358528 20.774735
3.985600 4.607116 20.403124
4.057436 4.872233 20.054234
4.148499 5.154768 19.729423
4.258665 5.455667 19.430240
4.387908 5.775889 19.158447
4.536298 6.116372 18.916047
4.703984 6.477985 18.705307
4.891178 6.861477 18.528779
5.098134 7.267416 18.389327
5.325125 7.696113 18.290139
5.572413 8.147543 18.234740
5.840210 8.621245 18.226992
6.128641 9.116205 18.271077
6.437689 9.630732 18.371466
6.767139 10.162311 18.532853
7.116512 10.707454 18.760059
7.484990 11.261539 19.057895
7.871329 11.818654 19.430967
8.273775 12.371464 19.883426
8.689970 12.911102 20.418654
9.116859 13.427135 21.038882
9.550611 13.907599 21.744745
9.986553 14.339168 22.534806
10.419135 14.707456 23.405047
10.841933 14.997505 24.348410
11.247710 15.194450 25.354405
11.628540 15.284361 26.408897
11.976012 15.255229 27.494109
12.281506 15.098019 28.588938
12.536551 14.807691 29.669604
12.733228 14.384066 30.710658
12.864618 13.832390 31.686285
12.925228 13.163495 32.571800
12.911378 12.393466 33.345196
12.821491 11.542820 33.988543
12.656259 10.635260 34.489080
12.418656 9.696134 34.839852
12.113796 8.750802 35.039831
11.748661 7.823086 35.093522
11.331705 6.933980 35.010148
10.872399 6.100737 34.802551
10.380755 5.336384 34.485955
9.866861 4.649633 34.076766
9.340474 4.045143 33.591507
8.810691 3.524025 33.045964
8.285703 3.084483 32.454590
7.772637 2.722516 31.830143
7.277483 2.432592 31.183529
6.805086 2.208250 30.523807
6.359189 2.042613 29.858315
5.942522 1.928780 29.192850
5.556910 1.860128 28.531898
5.203395 1.830510 27.878853
4.882365 1.834388 27.236238
4.593675 1.866894 26.605894
4.336764 1.923855 25.989145
4.110761 2.001775 25.386936
3.914576 2.097807 24.799941
3.746982 2.209701 24.228654
3.606682 2.335752 23.673454
3.492362 2.474745 23.134656
3.402740 2.625893 22.612558
3.336601 2.788791 22.107464
3.292822 2.963363 21.619716
3.270394 3.149820 21.149713
3.268437 3.348619 20.697927
3.286207 3.560429 20.264924
3.323106 3.786102 19.851383
3.378679 4.026639 19.458109
3.452619 4.283170 19.086057
3.544757 4.556929 18.736355
3.655066 4.849226 18.410325
3.783644 5.161422 18.109511
3.930715 5.494901 17.835708
4.096609 5.851034 17.590994
4.281757 6.231139 17.377764
4.486667 6.636430 17.198761
4.711907 7.067956 17.057116
4.958081 7.526528 16.956374
5.225796 8.012623 16.900525
5.515628 8.526272 16.894022
5.828072 9.066934 16.941783
6.163493 9.633330 17.049177
6.522054 10.223272 17.221978
6.903644 10.833452 17.466279
7.307785 11.459232 17.788353
7.733528 12.094407 18.194454
8.179340 12.730992 18.690529
8.642981 13.359028 19.281848
9.121372 13.966447 19.972526
9.610479 14.539043 20.764954
10.105197 15.060585 21.659137
10.599277 15.513120 22.651981
11.085294 15.877530 23.736581
11.554688 16.134351 24.901593
11.997885 16.264888 26.130789
12.404536 16.252560 27.402922
12.763863 16.084408 28.692012
13.065115 15.752612 29.968141
13.298125 15.255814 31.198787
13.453916 14.600036 32.350643
13.525311 13.798994 33.391768
13.507478 12.873669 34.293824
13.398349 11.851125 35.034126
13.198850 10.762668 35.597192
12.912912 9.641581 35.975601
12.547259 8.520739 36.170037
12.110991 7.430402 36.188571
11.615024 6.396476 36.045322
11.071441 5.439362 35.758754
10.492828 4.573485 35.349861
9.891660 3.807397 34.840464
9.279775 3.144352 34.251797
8.667973 2.583177 33.603464
8.065742 2.119277 32.912778
7.481104 1.745647 32.194443
6.920572 1.453784 31.460518
6.389191 1.234470 30.720569
5.890639 1.078372 29.981947
5.427367 0.976496 29.250122
5.000769 0.920488 28.529024
4.611348 0.902814 27.821370
4.258886 0.916856 27.128949
