X Y Z
8.119209 6.992938 84.521077
8.071060 8.231307 82.903660
8.150826 9.584630 81.433699
8.357781 11.063917 80.130358
8.692452 12.682766 79.019184
9.156659 14.455436 78.133360
9.753343 16.394394 77.515019
10.486135 18.507035 77.216494
11.358606 20.791253 77.301186
12.373093 23.229547 77.843507
13.529005 25.781461 78.926964
14.820483 28.374590 80.639099
16.233405 30.895097 83.061573
17.741827 33.180054 86.253716
19.304284 35.015655 90.228686
20.860787 36.147128 94.923806
22.331868 36.306507 100.171015
23.621376 35.261296 105.678949
24.624481 32.878678 111.041906
25.241108 29.187692 115.787703
25.392830 24.412307 119.462610
25.038859 18.951590 121.730652
24.185828 13.303664 122.449791
22.887595 7.958375 121.692781
21.235022 3.299930 119.706159
19.339382 -0.446994 116.829892
17.314779 -3.218956 113.413087
15.264073 -5.077751 109.753195
13.270432 -6.160138 106.068008
11.394367 -6.632123 102.494814
9.674780 -6.656812 99.105021
8.132256 -6.376600 95.923726
6.773180 -5.906349 92.947700
5.593750 -5.333346 90.159078
4.583424 -4.720638 87.534466
3.727653 -4.111535 85.050284
3.009926 -3.534087 82.685452
2.413208 -3.004995 80.422398
1.920914 -2.532808 78.247118
1.517516 -2.120424 76.148771
1.188880 -1.766993 74.119120
0.922421 -1.469339 72.151947
0.707124 -1.222987 70.242550
0.533479 -1.022905 68.387331
0.393367 -0.864015 66.583479
0.279910 -0.741536 64.828735
0.187318 -0.651208 63.121221
0.110727 -0.589430 61.459329
0.046040 -0.553343 59.841636
-0.010213 -0.540873 58.266855
-0.061014 -0.550768 56.733800
-0.108985 -0.582620 55.241369
-0.156500 -0.636904 53.788533
-0.205798 -0.715038 52.374335
-0.259088 -0.819462 50.997901
-0.318656 -0.953762 49.658453
-0.386973 -1.122838 48.355335
-0.466815 -1.333127 47.088063
-0.561390 -1.592899 45.856381
-0.674493 -1.912639 44.660368
-0.810682 -2.305528 43.500582
-0.975489 -2.788056 42.378287
-1.175680 -3.380789 41.295790
-1.419570 -4.109313 40.256955
-1.717403 -5.005394 39.267979
-2.081828 -6.108375 38.338564
-2.528467 -7.466810 37.483704
-3.076593 -9.140297 36.726375
-3.749927 -11.201364 36.101611
-4.577529 -13.737060 35.662607
-5.594709 -16.849515 35.489767
-6.843803 -20.653971 35.703879
-8.374458 -25.271530 36.484660
-10.242752 -30.811570 38.095388
-12.507911 -37.335475 40.912125
-15.224477 -44.789171 45.449994
-18.426699 -52.889812 52.365681
-22.101056 -60.960549 62.391558
-26.144161 -67.745252 76.127688
-30.310520 -71.325999 93.617435
-34.172130 -69.392736 113.745192
-37.135897 -60.118347 133.800516
-38.568441 -43.473872 149.872487
-38.018995 -22.027136 158.436483
-35.423544 -0.128203 158.270759
-31.138443 18.221247 151.039807
-25.775179 31.065901 140.047245
-19.964260 38.603194 128.443383
-14.191832 42.205888 118.238526
-8.752393 43.425482 110.289348
-3.779046 43.471343 104.719638
0.700662 43.094617 101.326574
4.713687 42.658210 99.823608
8.304664 42.246765 99.939671
11.512477 41.760975 101.432507
14.356960 40.990269 104.061729
16.833151 39.674828 107.550490
18.911961 37.567906 111.555549
20.546862 34.501020 115.661503
21.685961 30.442735 119.409721
22.287461 25.532280 122.361072
22.334843 20.069590 124.175168
21.847289 14.457481 124.676244
20.881927 9.113372 123.877701
19.527284 4.382883 121.955737
17.890480 0.484792 119.186093
16.082483 -2.501001 115.871349
14.205427 -4.610489 112.283216
12.344300 -5.955555 108.631062
10.563339 -6.683769 105.054846
8.906192 -6.947623 101.633888
7.398408 -6.885700 98.402349
6.050973 -6.613961 95.365015
4.863981 -6.223868 92.510182
3.829928 -5.784326 89.818755
2.936414 -5.345287 87.269947
2.168221 -4.941727 84.844412
1.508825 -4.597364 82.525657
0.941427 -4.327849 80.300430
0.449623 -4.143392 78.158574
0.017772 -4.050874 76.092642
-0.368840 -4.055525 74.097490
-0.724003 -4.162273 72.169927
-1.060690 -4.376831 70.308482
-1.391262 -4.706611 68.513323
-1.727721 -5.161516 66.786338
-2.082021 -5.754671 65.131406
-2.466410 -6.503109 63.554899
-2.893809 -7.428455 62.066468
-3.378216 -8.557569 60.680211
-3.935129 -9.923129 59.416353
-4.581980 -11.564003 58.303598
-5.338540 -13.525203 57.382407
-6.227249 -15.856995 56.709444
-7.273359 -18.612461 56.363470
-8.504714 -21.842356 56.452817
-9.950861 -25.585483 57.124182
-11.641010 -29.852010 58.571529
-13.600135 -34.596523 61.041961
-15.842251 -39.677796 64.831975
-18.359835 -44.805226 70.262339
-21.108801 -49.480486 77.614393
-23.990077 -52.960629 87.010345
-26.832457 -54.293867 98.237098
-29.386710 -52.493803 110.561582
-31.345095 -46.881001 122.659095
-32.396452 -37.496578 132.811452
-32.309026 -25.336177 139.421783
-31.007879 -12.150700 141.631449
-28.604414 0.162902 139.646163
-25.359396 10.217428 134.547987
-21.601566 17.450889 127.762861
-17.644962 22.023480 120.553528
-13.736322 24.499139 113.768764
-10.038375 25.543454 107.839479
-6.637910 25.743233 102.896954
-3.564403 25.540838 98.905740
-0.809477 25.236057 95.762482
1.657188 25.014293 93.354064
3.876425 24.977877 91.585270
5.891951 25.171251 90.388030
7.745475 25.598201 89.721040
9.473577 26.232282 89.564816
11.105612 27.022343 89.914618
12.662188 27.895107 90.772072
14.153972 28.756671 92.135656
15.580763 29.494775 93.990098
16.930990 29.983665 96.295200
18.181911 30.093212 98.975424
19.300912 29.703124 101.912655
20.248252 28.721595 104.945325
20.981435 27.105455 107.876921
21.460957 24.876690 110.495126
21.656644 22.129224 112.599481
21.553369 19.021445 114.031546
21.154792 15.754239 114.699204
20.484141 12.539537 114.587749
19.581808 9.568065 113.754782
18.500426 6.984874 112.311622
17.298689 4.877687 110.398035
16.035289 3.278135 108.157805
14.764031 2.172255 105.720497
13.530656 1.515176 103.191382
12.371388 1.245706 100.648672
11.312883 1.298204 98.145822
10.373146 1.610827 95.716411
9.562978 2.130383 93.379732
8.887604 2.814551 91.145926
8.348272 3.632321 89.020146
7.943689 4.563391 87.005707
7.671221 5.597034 85.106340
7.527879 6.730767 83.327827
7.511063 7.968990 81.679242
7.619117 9.321641 80.174028
7.851703 10.802847 78.831065
8.210004 12.429438 77.675862
8.696752 14.219175 76.741923
9.316062 16.188423 76.072272
10.073024 18.348951 75.721037
10.972967 20.703471 75.754774
12.020290 23.239492 76.252997
13.216729 25.921177 77.306948
14.558915 28.679239 79.015167
16.035127 31.399660 81.473876
17.621322 33.913521 84.759986
19.276783 35.992296 88.905158
20.940271 37.355383 93.861792
22.528176 37.697807 99.466790
23.936691 36.743295 105.415928
25.049957 34.318698 111.267507
25.754825 30.430512 116.491945
25.960300 25.310661 120.568497
25.616639 19.399966 123.103979
24.727613 13.261762 123.927451
23.351024 7.454354 123.118940
21.587134 2.413690 120.961934
19.559363 -1.611091 117.847086
17.393825 -4.558171 114.171567
15.203172 -6.508319 110.268120
13.077210 -7.624368 106.374444
11.079955 -8.097856 102.634880
9.251251 -8.112908 99.119485
7.610804 -7.827405 95.847758
6.162972 -7.366801 92.809569
4.901300 -6.825356 89.980536
3.812299 -6.270766 87.331895
2.878386 -5.749754 84.836036
2.079998 -5.293359 82.469103
1.397056 -4.921445 80.211825
0.809889 -4.646331 78.049385
0.299775 -4.475639 75.970888
-0.150815 -4.414493 73.968718
-0.558181 -4.467226 72.037975
-0.937501 -4.638713 70.176046
-1.303042 -4.935453 68.382379
-1.668448 -5.366473 66.658453
-2.047078 -5.944123 65.007983
-2.452387 -6.684812 63.437376
-2.898333 -7.609706 61.956509
-3.399820 -8.745384 60.579912
-3.973146 -10.124399 59.328483
-4.636461 -11.785616 58.231913
-5.410190 -13.774090 57.332056
-6.317364 -16.140045 56.687503
-7.383754 -18.936208 56.379632
-8.637609 -22.212287 56.520219
-10.108689 -26.004755 57.260312
-11.826076 -30.319267 58.798995
-13.814045 -35.102492 61.388631
-16.085002 -40.200471 65.329548
-18.628480 -45.304023 70.941842
-21.395690 -49.891100 78.496714
-24.280971 -53.194631 88.090626
-27.105261 -54.249469 99.465202
-29.612148 -52.083525 111.827609
-31.490722 -46.073335 123.799768
-32.434194 -36.352209 133.649899
-32.223951 -24.008823 139.831512
-30.803805 -10.838992 141.588055
-28.302904 1.287663 139.230472
-24.992706 11.062177 133.900814
-21.203569 18.006283 127.026470
-17.244218 22.336132 119.833544
-13.352958 24.637103 113.124977
-9.684125 25.572031 107.294985
-6.317792 25.714071 102.452463
-3.278796 25.490131 98.551535
-0.555941 25.186904 95.486009
1.882566 24.980087 93.143847
4.078113 24.965265 91.432447
6.074387 25.182283 90.286613
7.912707 25.631699 89.667555
9.629031 26.284621 89.557682
11.251942 27.087840 89.953400
12.801165 27.966203 90.856649
14.286391 28.824088 92.265299
15.706389 29.547795 94.162477
17.048543 30.010725 96.505387
18.289132 30.082908 99.215060
19.394734 29.645667 102.169527
20.325118 28.610561 105.203650
21.037750 26.939473 108.118535
21.493628 24.660543 110.701578
21.663631 21.873863 112.754651
21.534120 18.742685 114.124133
21.110453 15.470332 114.724347
20.417485 12.268284 114.547292
19.496909 9.324254 113.656178
18.402164 6.778682 112.165932
17.192203 4.714253 110.217692
15.925493 3.158127 107.954724
14.655266 2.093015 105.504850
13.426488 1.472025 102.971065
12.274549 1.233100 100.429317
11.225311 1.310602 97.931127
10.296093 1.643246 95.508607
9.497141 2.178696 93.180052
8.833266 2.875591 90.955001
8.305437 3.703871 88.838320
7.912189 4.644105 86.833263
7.650817 5.686333 84.943665
7.518331 6.828723 83.175531
7.512186 8.076214 81.538256
7.630826 9.439169 80.045692
7.874034 10.932022 78.717229
8.243127 12.571778 77.578991
8.740967 14.376205 76.665224
9.371778 16.361443 76.019835
10.140711 18.538723 75.697963
11.053078 20.909772 75.767274
12.113144 23.460508 76.308384
13.322334 26.152726 77.413431
14.676727 28.913830 79.181291
16.163743 31.625530 81.707433
17.758113 34.113907 85.066204
19.417529 36.145428 89.284111
21.078889 37.435860 94.305286
22.656696 37.679983 99.955486
24.045666 36.606836 105.918121
25.129437 34.055365 111.741208
25.795853 30.049839 116.891225
25.956621 24.841509 120.853133
25.566119 18.886019 123.249131
24.632813 12.751876 123.929249
23.218709 6.991551 122.993513
21.426893 2.027155 120.738788
19.381854 -1.908602 117.560267
17.209188 -4.768093 113.852197
15.019950 -6.641496 109.940182
12.901850 -7.696097 106.053771
10.916779 -8.124114 102.330208
9.102711 -8.108111 98.834363
7.477866 -7.803440 95.582460
6.045511 -7.332876 92.562609
4.798443 -6.788277 89.749704
3.722709 -6.235386 87.114882
2.800466 -5.719428 84.630754
2.012039 -5.270357 82.273825
1.337335 -4.907295 80.025204
0.756725 -4.642090 77.870428
0.251562 -4.482108 75.798910
-0.195602 -4.432385 73.803297
-0.600992 -4.497301 71.878915
-0.979726 -4.681892 70.023363
-1.346038 -4.992908 68.236298
-1.713570 -5.439716 66.519437
-2.095716 -6.035082 64.876777
-2.506005 -6.795911 63.315092
-2.958514 -7.743938 61.844750
-3.468311 -8.906374 60.480949
-4.051905 -10.316450 59.245506
-4.727703 -12.013710 58.169379
-5.516422 -14.043810 57.296162
-6.441407 -16.457332 56.686820
-7.528725 -19.306850 56.425904
-8.806834 -22.640956 56.629337
-10.305503 -26.493313 57.453334
-12.053433 -30.864006 59.102945
-14.073830 -35.689919 61.836437
-16.376935 -40.801508 65.957957
-18.948510 -45.867204 71.785476
-21.733932 -50.337100 79.576104
-24.619576 -53.417209 89.393229
-27.417196 -54.130473 100.922800
-29.862473 -51.527828 113.301773
-31.641878 -45.058140 125.094180
-32.455233 -34.965530 134.561951
-32.100570 -22.442713 140.227901
-30.543981 -9.326839 141.459357
-27.934581 2.555355 138.685963
-24.554853 11.990954 133.110442
-20.735633 18.597307 126.153515
-16.778550 22.650606 118.994521
-12.911758 24.756442 112.382761
-9.279884 25.571560 106.671317
-5.955429 25.652064 101.944871
-2.958106 25.406739 98.146816
-0.273670 25.107376 95.168521
2.131210 24.918826 92.899628
4.298454 24.929272 91.250755
6.271655 25.173598 90.160082
8.091653 25.648963 89.591736
9.793698 26.323953 89.530323
11.405516 27.143286 89.973624
12.945871 28.029949 90.924066
14.423415 28.886614 92.379042
15.835827 29.598164 94.320180
17.169393 30.037161 96.702162
18.399365 30.073795 99.442644
19.491474 29.590994 102.415848
20.404957 28.503657 105.453090
21.097201 26.778679 108.353111
21.529668 24.450298 110.903007
21.674247 21.624706 112.906933
21.518741 18.469955 114.215998
21.070160 15.191787 114.750831
20.354949 12.001259 114.509984
19.416071 9.083174 113.562142
18.307754 6.573506 112.025756
17.089212 4.550062 110.043316
15.818706 3.035679 107.757617
14.548917 2.009843 105.294823
13.324070 1.423692 102.755755
12.178750 1.214312 100.214193
11.138053 1.316043 97.719803
10.218632 1.668117 95.303284
9.430192 2.219001 92.981961
8.777142 2.928247 90.764786
8.260170 3.766699 88.656334
7.877644 4.715763 86.659786
7.626779 5.766219 84.779062
7.504579 6.916865 83.020368
7.508551 8.173167 81.393392
7.637227 9.545909 79.912370
7.890509 11.049839 78.597163
8.269841 12.702149 77.474480
8.778214 14.520638 76.579269
9.419960 16.521266 75.956278
10.200298 18.714783 75.661620
11.124538 21.102017 75.764034
12.196827 23.667416 76.345217
13.418312 26.370551 77.498205
14.784566 29.135710 79.322260
16.282207 31.840551 81.912211
17.884819 34.306388 85.340056
19.548592 36.294888 89.627500
21.208657 37.518296 94.710899
22.777720 37.671062 100.405502
24.149082 36.487145 106.383039
25.205874 33.816801 112.181813
25.836835 29.700934 117.264570
25.956175 24.408837 121.121572
25.522091 18.409928 123.389333
24.547406 12.277496 123.937314
23.098021 6.558601 122.884003
21.279645 1.662629 120.538576
19.217777 -2.192780 117.300418
17.037566 -4.972987 113.561152
14.848625 -6.776802 109.639933
12.736766 -7.775637 105.758928
10.761942 -8.162410 102.048955
8.960418 -8.118352 98.570167
7.349044 -7.796586 95.335796
5.930071 -7.317510 92.332323
4.695595 -6.770848 89.533962
3.631211 -6.220601 86.911729
2.718812 -5.710671 84.438423
1.938597 -5.270063 82.090861
1.270425 -4.917264 79.850497
0.694679 -4.663746 77.703199
0.192744 -4.516706 75.638675
-0.252793 -4.481179 73.649838
-0.658126 -4.561685 71.732263
-1.038369 -4.763522 69.883798
-1.407783 -5.093811 68.104374
-1.780073 -5.562393 66.396035
-2.168740 -6.182611 64.763194
-2.587469 -6.972043 63.213171
-3.050551 -7.953194 61.757076
-3.573318 -9.154123 60.411119
-4.172608 -10.608953 59.198508
-4.867205 -12.358091 58.152111
-5.678245 -14.447887 57.318136
-6.629499 -16.929202 56.761076
-7.747411 -19.854040 56.570171
-9.060659 -23.268875 56.867377
-10.598888 -27.202604 57.816296
-12.390046 -31.646312 59.630237
-14.455513 -36.521584 62.575119
-16.802031 -41.635164 66.958855
-19.409482 -46.622472 73.093333
-22.214428 -50.894285 81.210905
-25.091620 -53.621884 91.322139
-27.840048 -53.819729 103.029366
-30.185458 -50.584483 115.371049
-31.813058 -43.480352 126.840299
-32.435089 -32.911980 135.710348
-31.875521 -20.207311 140.621755
-30.132364 -7.238846 141.123508
-27.381158 4.247796 137.802474
-23.916995 13.182668 131.928122
-20.068665 19.312755 124.896164
-16.126141 22.988521 117.813037
-12.302725 24.835065 111.352533
-8.729547 25.495316 105.813005
-5.468933 25.499340 101.248534
-2.533919 25.230276 97.589995
0.093585 24.939614 94.726871
2.448747 24.777858 92.551950
4.574030 24.823678 90.980677
6.512786 25.105832 89.956061
8.305168 25.617482 89.446330
9.985489 26.324457 89.439236
11.580399 27.169344 89.934691
13.107500 28.073292 90.936222
14.574228 28.937296 92.441263
15.977010 29.644802 94.430378
17.300886 30.067426 96.856085
18.519929 30.075314 99.632926
19.598862 29.552697 102.631430
20.496211 28.417456 105.679313
21.169090 26.641154 108.572696
21.579220 24.263878 111.097934
21.699299 21.397860 113.060898
21.518395 18.216125 114.316827
21.045041 14.927226 114.792148
20.307194 11.742362 114.491640
19.349082 8.844033 113.489375
18.225768 6.364307 111.907465
16.996817 4.376531 109.890052
15.720396 2.899451 107.579830
14.448751 1.909399 105.101677
13.225470 1.355480 102.554556
12.084418 1.173781 100.010305
11.049987 1.298437 97.516877
10.138198 1.669013 95.103627
9.358237 2.234613 92.786924
8.714107 2.955559 90.575106
8.206206 3.803491 88.472406
7.832713 4.760567 86.481870
7.590741 5.818247 84.607428
7.477261 6.975928 82.855403
7.489805 8.239585 81.235691
7.626970 9.620435 79.762808
7.888755 11.133569 78.456985
8.276722 12.796435 77.345389
8.793983 14.626969 76.463543
9.444990 16.641115 75.856897
10.235057 18.849379 75.582408
11.169540 21.252025 75.709781
12.252559 23.832476 76.321750
13.485104 26.548664 77.512327
14.862416 29.322457 79.381439
16.370541 32.028233 82.023861
17.982195 34.483265 85.510249
19.652376 36.444877 89.858999
21.314748 37.621670 95.000640
22.880438 37.706704 100.742071
24.241369 36.436607 106.745194
25.279929 33.669586 112.539407
25.885189 29.459306 117.582780
25.973001 24.089817 121.367939
25.504366 18.042783 123.541291
24.495515 11.897133 123.987079
23.015575 6.197488 122.838759
21.172617 1.344493 120.416351
19.093283 -2.455543 117.123970
16.902708 -5.178350 113.352481
14.709638 -6.930109 109.416902
12.598563 -7.886228 105.534121
10.628004 -8.240904 101.830078
8.832893 -8.174911 98.361176
7.228969 -7.840065 95.138134
5.817617 -7.355207 92.145967
4.590293 -6.808593 89.358168
3.532145 -6.263005 86.745521
2.624762 -5.761421 84.280868
1.848138 -5.332211 81.941210
1.182000 -4.993482 79.708249
0.606633 -4.756554 77.568121
0.103339 -4.628666 75.510811
-0.345381 -4.615072 73.529524
-0.755832 -4.720672 71.620153
-1.143268 -4.951293 69.780917
-1.522134 -5.314747 68.012211
-1.906378 -5.821712 66.316672
-2.309807 -6.486532 64.699505
-2.746485 -7.327940 63.169101
-3.231162 -8.369740 61.738025
-3.779717 -9.641398 60.424486
-4.409617 -11.178466 59.254427
-5.140347 -13.022641 58.264455
-5.993782 -15.221112 57.505843
-6.994399 -17.824606 57.049863
-8.169186 -20.883127 56.994622
-9.546979 -24.437867 57.473262
-11.156822 -28.507008 58.662658
-13.024716 -33.062480 60.790151
-15.167903 -37.994629 64.133013
-17.585683 -43.063675 69.000814
-20.246019 -47.843332 75.685497
-23.068379 -51.676274 84.361695
-25.906169 -53.683691 94.930200
-28.536844 -52.890500 106.834455
-30.672547 -48.510784 118.946061
-32.003252 -40.343946 129.668376
-32.271172 -29.079455 137.350835
-31.351419 -16.243247 140.888547
-29.297969 -3.707177 140.157005
-26.327172 6.973307 135.983949
-22.748429 14.989549 129.706053
-18.880449 20.296697 122.639481
-14.989279 23.347834 115.750487
-11.261412 24.781149 109.584312
-7.805125 25.204444 104.352972
-4.666286 25.098860 100.065822
-1.847560 24.803283 96.637875
0.674823 24.535785 93.958705
2.938518 24.424107 91.928172
4.986495 24.532409 90.470712
6.861472 24.880593 89.537850
8.602377 25.456529 89.104969
10.242017 26.222812 89.165436
11.805430 27.119866 89.723331
13.308580 28.067114 90.785026
14.757262 28.963933 92.349541
16.146265 29.692155 94.397754
17.458999 30.121930 96.881191
18.667941 30.122427 99.712108
19.736322 29.577884 102.757661
20.621389 28.407687 105.841594
21.279323 26.586698 108.756256
21.671403 24.159982 111.285409
21.770457 21.245754 113.234380
21.566242 18.022909 114.460314
21.068418 14.704552 114.893721
20.306296 11.504241 114.544746
19.325432 8.604413 113.492917
18.181986 6.135058 111.864849
16.936250 4.166259 109.807631
15.646717 2.713188 107.465270
14.365604 1.748971 104.962620
13.136200 1.220248 102.397751
11.991906 1.061478 99.841197
10.956575 1.205918 97.339540
10.045689 1.592834 94.920902
9.267936 2.171426 92.600647
8.626892 2.902357 90.386352
8.122606 3.757732 88.281711
7.752989 4.720227 86.289394
7.514964 5.781822 84.413087
7.405377 6.942423 82.658960
7.421692 8.208493 81.036814
7.562493 9.591721 79.561125
7.827813 11.107669 78.252125
8.219285 12.774266 77.137036
8.740139 14.609959 76.251509
9.394978 16.631235 75.641227
10.189310 18.849180 75.363535
11.128720 21.264643 75.488742
12.217591 23.861586 76.100480
13.457195 26.598316 77.294026
14.843047 29.396720 79.170988
16.361417 32.130557 81.828214
17.985119 34.615491 85.338629
19.669022 36.605902 89.722654
21.346324 37.805954 94.911848
22.927243 37.903089 100.712129
24.302328 36.628182 106.781486
25.352243 33.835361 112.642205
25.964272 29.577922 117.743077
26.052853 24.144465 121.567712
25.578360 18.025491 123.756761
24.557407 11.810478 124.194006
23.060416 6.052982 123.017634
21.197300 1.158588 120.555483
19.096617 -2.665917 117.219773
16.885107 -5.399103 113.407659
14.672614 -7.151538 109.437820
12.544187 -8.103072 105.528448
10.558464 -8.451558 101.805196
8.750191 -8.380391 98.323377
7.134729 -8.043070 95.092394
5.713000 -7.559433 92.096049
4.475967 -7.018296 89.306869
3.408294 -6.482775 86.694949
2.491101 -5.996097 84.232691
1.703937 -5.586903 81.896873
1.026097 -5.273659 79.669146
0.437433 -5.068176 77.535748
-0.081200 -4.978352 75.486911
-0.547776 -5.010297 73.516238
-0.979120 -5.169986 71.620199
-1.391075 -5.464577 69.797821
-1.798757 -5.903480 68.050604
-2.216884 -6.499273 66.382697
-2.660160 -7.268500 64.801372
-3.143683 -8.232389 63.317841
-3.683385 -9.417467 61.948532
-4.296485 -10.856011 60.716921
-5.001918 -12.586179 59.656123
-5.820717 -14.651538 58.812437
-6.776266 -17.099481 58.250088
-7.894285 -19.977703 58.057335
-9.202345 -23.327434 58.353884
-10.728546 -27.171489 59.298982
-12.498838 -31.494558 61.098292
-14.532221 -36.212903 64.005366
-16.832934 -41.131820 68.309724
-19.378829 -45.893958 74.298795
-22.106006 -49.932628 82.177655
-24.891950 -52.463196 91.936154
-27.543409 -52.565682 103.179263
-29.799896 -49.408762 114.990772
-31.364931 -42.601367 125.958515
-31.968623 -32.527015 134.475394
-31.445272 -20.415614 139.271561
-29.790580 -8.003201 139.905042
-27.165868 3.073360 136.887920
-23.846304 11.781870 131.377085
-20.142435 17.841215 124.672502
-16.332198 21.542791 117.828481
-12.623733 23.454425 111.506403
-9.148157 24.179311 106.014747
-5.970632 24.226746 101.424779
-3.108004 23.973251 97.682892
-0.545800 23.672415 94.689369
1.748331 23.481706 92.343138
3.815111 23.489498 90.562407
5.697335 23.736123 89.291154
7.435835 24.228015 88.498372
9.066884 24.946019 88.173958
10.620419 25.849407 88.323044
12.118663 26.877099 88.959258
13.574926 27.947530 90.096807
14.992491 28.958664 91.741126
16.363692 29.789869 93.878055
17.669421 30.307469 96.462292
18.879448 30.375573 99.406879
19.954038 29.872795 102.576750
20.847239 28.713563 105.790084
21.511964 26.870041 108.830674
21.906449 24.388326 111.471997
22.001079 21.392116 113.509433
21.784124 18.069741 114.792841
21.264921 14.645928 115.249839
20.473601 11.345614 114.892562
19.457438 8.360130 113.806517
18.274818 5.824585 112.126464
16.988343 3.810286 110.007826
15.658551 2.330540 107.601616
14.339236 1.354746 105.037626
13.074715 0.825121 102.416722
11.898901 0.671859 99.810467
10.835736 0.824603 97.265231
9.900473 1.219819 94.808187
9.101369 1.804711 92.453398
8.441452 2.538622 90.207034
7.920179 3.392871 88.071402
7.534870 4.349748 86.047856
7.281889 5.401145 84.138825
7.157581 6.547112 82.349242
7.158983 7.794471 80.687642
7.284337 9.155498 79.167154
7.533430 10.646637 77.806539
7.907783 12.287100 76.631405
8.410668 14.097181 75.675659
9.046939 16.095999 74.983186
9.822629 18.298332 74.609659
10.744216 20.710092 74.624182
11.817447 23.321967 75.110217
13.045562 26.100811 76.164804
14.426747 28.978680 77.894508
15.950706 31.840235 80.405909
17.594355 34.510745 83.788031
19.316992 36.749364 88.084657
21.055841 38.255192 93.256900
22.723586 38.695415 99.141898
24.210198 37.762373 105.421664
25.391354 35.256326 111.623507
26.144394 31.172979 117.172312
26.369835 25.758022 121.497792
26.012816 19.491011 124.168852
25.076978 12.988506 125.001599
23.625084 6.859476 124.091526
21.765953 1.573167 121.757954
19.632801 -2.611099 118.433572
17.360581 -5.640753 114.551275
15.068466 -7.616651 110.466941
12.850073 -8.724234 106.428706
10.770826 -9.174824 102.582006
8.870189 -9.167397 98.992741
7.166352 -8.869810 95.674267
5.661550 -8.413680 92.610350
4.346948 -7.896876 89.771535
3.206645 -7.389262 87.125321
2.220696 -6.939098 84.641671
1.367270 -6.578903 82.295448
0.624074 -6.330339 80.067070
-0.030757 -6.208098 77.942269
-0.618194 -6.222929 75.911520
-1.158144 -6.383977 73.969446
-1.669483 -6.700601 72.114403
-2.170254 -7.183811 70.348320
